afraid	alive	angry	confused	depressed	envious	happy	helpless	hurt	indifferent	interested	judgemental	loving	open	peaceful	positive	sad	strong
Préparez-vous à fuir.	Imagine that you know a secret that makes you realize how everything is going to be OK. Think about that secret and nod at them.	Dites-leur : "Tu ne sais pas ce que j'ai vécu".	Disparaissez.	Give up	Imagine how your life would be easier if you were them	Smile	Give up	Leur dire qu'ils devraient s'excuser.	Dire "euh".	Lean forward	Vous taper sur la poitrine.	Smile with your eyes	S'interroger à voix haute.	Enlever lentement vos chaussures.	Approfondir votre respiration.	Laisser votre tête retomber sur votre poitrine.	Reconnaître leur réalité sans laisser cela affecter la vôtre.
Squint your eyes	Ask them if they want to go to Disneyland with you.	Scream	Ask a question	Close your eyes	Widen your eyes	Smile and say thank you	Look at the floor	Tell them “What?”	Try again	Nod encouragingly	Squint your eyes	Ask them if they have everything they need.	Look them in their eyes.	Squint your eyes, look up slightly to your right.	Tell them you're amazed and that you want to hear more.	Sigh	Hold on
Don't make eye contact	Tell them “Sure! I'll have another drink!”	Share your frustrations	Repeat what they just told you	Look down	Look elsewhere	Make eye contact	Stop trying	Stare into the void	Shrug	Say "tell me more"	Back up	Tell them that you are there for them.	Breathe	Squint your eyes and nod slowly.	Smile with your eyes while raising your eyebrows	Silently mourn a loss	Share your opinion
Tap your fingers on your thigh	Tell them that no one’s really in charge here so any ideas are on the table.	Commiserate	Repeat what they just said	Sigh	Talk about what you want	Hold their gaze	Ask "What's the point?"	Look at them like you can see their mouth moving but you don't know what they're saying	Ignore them	Ask questions	Shake head	Ask them what they need.	Relax your shoulders	Ask them if they think there is another way.	What they are saying is empowering you.	Mention something you're missing	Stand by your beliefs
Quick! Smile so they don't notice you're onto them.	Inhale deeply	Raise your voice	Forget	Ignore what they're saying	Imagine how things could be different	Nod in agreement	Look down	Look at them with a blank face and slowly shake your head	Half listen to what they're saying	Look at them closely	Criticize	Smile with your eyes and nod.	Listen	Tell them that you are open for other solutions	Tell them that you just had a great idea.	Indulge the melancholy	Hold your ground
Open your mouth to say something then close it.	Talk slightly louder than normal	Criticize	Change the subject	Shrug	Wish	Increase your energy	Flail around	Open your mouth as if you're going to say something	Daydream	Observe	Point out problems	Smile without showing your teeth.	Ask them to go further	Say: “Huh … I have never thought about it that way.”	Tell them that you see the solution now.	Slump your shoulders	Nod casually
Glance behind your shoulder	Notice your surroundings	Harbor resentment	Disagree	Wrap your arms around yourself	Dream	Affirm what they're saying	Glaze over your eyes	Stand up and stare into the void	Look at the walls	Pay attention	Contradict	Look them deep into their eyes.	Say "Tell me more"	Breath in deeply	Tell them “yes and …”	Talk quietly	Lean back
You know that their intentions are bad but tell them thank you for being so kind.	Take notice of you smell	Provoke them	Change your mind	Stare into the distance	Want	Remember the best thing that happened this week	Breathe rapidly	Protect yourself	Tap your fingers together while you count	Consider how they're feeling	Disregard what they're saying	Exude warmth	Ask questions	Reflect on what is ok right now	You can help each other out.	Lower your voice	Let go of worries
Look away	Look closely at them	Adamantly disagree	Are you sure? Try reconsidering	Ignore	Talk about your desires	Exude warmth	Reject reassurance	Rock back and forth	Let it go	Imagine you are them	Reiterate	Hold them close	Reflect on what they're saying	Let it go	Take a deep breath and nod intensely	Mention a long ago friend	Think of all the tasks you checked off your todo list last week
What's the worst that could happen? Imagine that.	Wonder	Refute	Say the first thing that comes to mind	Disengage	Indulge your fantasies	Make a joke	Let go	Wrap your arms around yourself	Nod	Make eye contact	Shake your head in disbelief	Invite them in	Consider your context	Repeat a calming phrase to yourself	Agree	Close yourself	Push on
Indulge your worries	Ask a follow-up question	Disregard what they're saying	Look in the other direction	Forget	Daydream about being someone else	Laugh together	Slump in your seat	Consider where you're currently holding pain in your body	Count the spots on the wall	Ask "How does that make you feel?"	Ask for more	Praise them	Lean forward	Agree with them	Nod supportively	Look down	Keep going
Share your fear	Say whatever is on your mind!	Point out problems	Ask "Why?"	Lower your voice	Talk about what you don't have	Bounce in your seat	Think about all the times you couldn't do enough	Let the pain radiate	Look past them	Imagine more possibilities for what they're saying	Look past them	Compliment	Open your eyes wider	Center yourself	Affirm them	Share a moment of sadness	Let go of fears
Glance around to stay aware	Don't hold back	Contradict	Give them a quizzical look	Retreat into yourself	Admire	Sway with the music	Talk about the things you can't control	Push back	Daydream	Push them further	Sigh	Affirm	Relax your posture	Invite them in	Encourage	Remember	Go where you haven't before
Don't let your guard down	Embrace your feelings	Express dissatisfaction with something they're saying	Raise your eyebrows	Let go	Look at them in disgust.	Let go	Consider the scale of the world	Clench your jaw	Let your mind wander	Clarify	Furrow your brow	Be patient	Release your grip	Let the conversation wash over you	Breathe deeply	Let yourself go down there	Ask a real question
Doubt what you're being told	Agree emphatically	Disagree	Consider the opposite of what you're discussing	Turn away	Shake your head and say ‘It’s not right’	Let them know you are happy to be here	Remember COVID-19	Stiffen your back	Forget what they said	Encourage	Tilt your head back	Appreciate them	Give in	Rock softly back and forth	Sit up straighter	Don't look them in their eyes. If you do you'll start crying.	Hold space
Don't trust this	Hold eye contact	Speak in a measured tone	Ask "What if?"	Reflect on your worst memory	Wish you had what they have.	Mention something you appreciate about them	Imagine slowly falling	Take it personally	Detach from emotion	Animate your face	Back away	Appreciate this time	Accept	Self soothe	Imagine the best possible outcome for this conversation	Whisper ‘please don't leave’	Maintain energy
Consider what could go wrong	Sit up straighter	Grip your armrests tightly	Shake your head	Embrace the grayness	Think about killing them if they keep bragging.	Compliment them	Say "I don't know"	Imagine their words bouncing against your body	Look away	Question	Don't let them too close	Uncross your arms	Affirm what they're saying	Feel the ground beneath you	Keep this going	Whisper ‘I'm afraid I'll scatter’.	Repeat yourself
Worry	Relax	Clench your fingers	Look around the room	Shut down conversation	Wish you were them.	Encourage	Apologize	Ignore them	Tap your foot	Keep asking	Take a hard look	Open your body	Imagine you are meeting each other for the first time	Notice the seat you're sitting in	Recognize their support	Try to hide your worry.	Strengthen your position
Breath in and out rapidly	Feel your body	Stiffen your posture	Let the talking fade into the background	Question the point of this conversation	Tell them that they were just lucky.	Trust them	Mumble	Distance yourself	Play a song in your head	Take this further	Roll your eyes.	Look at them	Look around	Look at them	Say, "Yes, and"	Keep your hands in your lap and look at them.	Double down
Keep looking behind you	Dare them.	Bristle	Float away	Lay down	Say “what goes up must come down”	Lean in	Don't move a muscle.	Back away	Pretend you're somewhere else.	Repeat what they said back with more energy	Say 'ew'	Nod	Smile	Look around you	Be as present as possible	Breathe shallowly.	Hold firm in your belief
Watch out	Take a few fast but deep breaths.	Shake your head in disbelief	Repeatedly change your mind	Rest your head	Stare at them.	Hum a song in your head	Breathe shallowly.	Tell them "Be honest"	Lean back.	Lean forward and gasp.	Tell them that you see right through them	Engage	Nod approvingly	Repeat a mantra	Hold onto this time together	Whisper ‘I don't know what I need’	Challenge them
Look for the exit.	Feel adventurous.	Feel your body temperature rise	Forget your words.	Slow your breathing	Pretend you're happy for them.	Thank them for being here.	Close your eyes and shake your head.	Forget it	Let your mind wander.	Tell them, ‘Wow, I didn't know that.’	Tell them that anyone could do their job	Feel your heart beating.	Shrug and laugh	Pay attention to your breath.	Take it further	Remember another conversation you had that filled you up	Stop analyzing and tell them what you really think.
Don't pay attention.	Propose a local adventure.	Repeat yourself loudly	What they're telling you doesn't seem right.	Inhale without any feeling of satisfaction	Insult them.	Tell them you're getting goosebumps	Hug your knees.	Let it go	Change the subject.	Ask them, ‘Isn't that amazing?’	Disagree	Feel your chest expanding.	Tell them that they're interesting.	Slow down your breath.	Challenge them	Imagine you are talking to a good friend you are no longer in touch with	Tell them that you see through them and that it’s okay.
Avoid their question.	Forget about the rules.	Tell them, with your firmest voice, to stop.	Question yourself.	Stop paying attention	Compliment them with a fake smile.	Giggle.	Whisper “don't mind me”:	Swallow your feelings	Ask “how would you like me to respond?”	Pay attention to the undertones of their voice.	Tune them out	Take them in.	Ask them if they would like to hear your story.	Say “I think we're onto something”.	Show off	Fail to pick up your pieces.	Ask for more
Mumble.	Tell them to forget about the rules.	Stare them right into their eyes without ever letting your stare drift.	Lose your train of thought.	Feel the distance between you	Dislike them.	Consider if you're falling in love.	Whisper that you're sorry.	Tell them “you don't even see me”.	Don't give them any attention.	Read between the lines too.	Question what they're saying	Tell them you're glad they came.	Tell them that you understand.	Smile.	Ignore all doubts	Hide your face.	Inhale deeply
Tell them to stop questioning you.	Allow yourself to drift from the subject.	Tell them that their behaviour is unacceptable.	Give them a skeptical look.	Make no effort.	Make an effort to be nice.	Say “what a day!”	Tell them to please stay.	Hide your scars.	Sigh.	Never drift.	Propose a better alternative	Feel their gravity.	Hear what’s underneath the words.	Let them in.	Say “let’s do this”.	Refuse to let go.	Tell them what you've been wanting
Ask them why they’re here.	Take it further.	Clench your fist.	Ask them again.	Hear your own words from a far distance.	Exaggerate what you have.	Take them in.	Think about what it would take to save the world.	Close your heart.	Respond to something else.	Say “wow!”	Tell them that they're making a fool out of themselves.	Don't take your eyes off them.	See what they're saying with their body.	Warm them up.	Feel how they bring light into the conversation.	Sink	Believe everything you're saying
They're asking too many questions.	Dance to the rhythm of your heartbeat.	Clench your teeth.	Ask them who they are.	Realize that it won't get better.	Know what you deserve.	Glow	Remember that it’ll get a lot worse before it gets better.	Hide your face.	Say “whatever”.	Nod intensely.	Widen your chest.	Caress them with your mind.	Take it in.	Accept them.	Know that it will only get better.	Realize that what’s lost is lost.	Talk like you're leading the way.
Avoid the subject.		Destroy them.	Forget where you are.	See how your realities are separate.		Share	Realize that they're not talking to you.	Look away.	Pull out your phone.	Ask them if it’s really true.	Straighten your back.	Say ‘all is good’.	Gently absorb them.	Let go of your opinion.	Hum while smiling.	Wish things were different.	Feel the truth of what you're saying.
They see through you.		They are wrong. You are right.	Say “Wait a second…”	Detach.		See the solution.	Open your mouth but don’t find the words.	Whisper that they don't understand.	Ask them what they're talking about.		Look down at them.	Lose your words.	Lean forward and rest your chin in your hand.	Slow down.	See the light.	Fall down to your knees.	Admit your flaws.
Prepare to flee.		Bite your fist.	Turn away from them.					Don't answer them.	Say “uhm”.		Tell them to listen.		Tell them that you're there for them.	Slowly take off your shoes.	Feel their light.	Beg for forgiveness.	Acknowledge their reality but don't let it affect yours.
